Student,LPIPS,SSIM
112318067.jpg,0.2286244034767151,0.8765583733185565
111C52018.jpg,0.35103750228881836,0.8289600521111551
112598053.jpg,0.38847601413726807,0.8598415344706658
112598084.jpg,0.40061160922050476,0.8186213860867443
110598039.jpg,0.41005533933639526,0.8032527845821698
112598016.jpg,0.42204785346984863,0.8165551729334759
111598079.jpg,0.4713365137577057,0.7993611601891782
