Student,LPIPS,SSIM
112318067.jpg,0.3101317584514618,0.9044674591168173
111C52018.jpg,0.31158655881881714,0.8691953604632835
112598053.jpg,0.32382237911224365,0.9008529533142263
112598084.jpg,0.3471219837665558,0.8595214930137227
110598039.jpg,0.40133047103881836,0.843661387773566
111598079.jpg,0.4316479563713074,0.8334269001468468
112598016.jpg,0.5021507740020752,0.8367928182127383
